company,title,link,location,experience,education,employmentType,deadline,sector,createdAt
(주)포듀,(주)포듀 - 공무팀 정규직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49540573&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,전북 익산시,경력,학력무관,정규직,~ 01/05(일),"공무, 공조냉동기사, 전기기사, 식품가공",등록일24/12/06
(주)포듀,(주)포듀 - 출하팀 정규직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49540556&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,전북 익산시,경력무관,학력무관,정규직,~ 01/05(일),"재고관리, 입고/입하, 출고/출하, 식품가공",등록일24/12/06
우일디앤씨(주),남양주시 주차장 건축공사 채용모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49493790&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 남양주시,경력3년↑,학력무관,정규직,채용시,"공무, 안전관리자, 현장관리자, 품질관리자, 건축공사",등록일24/11/29
주토스(주),[주토스] 소프트웨어 개발자 경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49559363&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 안양시 동안구,경력무관,대졸↑,정규직,상시채용,"S/W, Windows, .NET, C#, C++",등록일24/12/10
(주)맨지온,3D 설계 연구직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49248582&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 화성시,경력무관,초대졸↑,정규직,채용시,"금형설계, 기계설계, 기구설계, CAD, CAM",수정일24/10/22
(주)도우인시스,도우인시스 전기담당자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49504013&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,충북 청주시 흥덕구,경력 1~10년,고졸↑,정규직,~ 01/01(수),"전기설계, 전기제어, 전기기사, 전기설계, 건축전기",등록일24/12/02
(주)에스에이치아이엔티,(주)SH-INT 조립팀 현장경력직(반장급) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49548740&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경남 김해시,경력1년↑,고졸↑,정규직,채용시,"생산관리, 공정설계, 사출금형, 사출성형, 자동화라인",등록일24/12/09
(주)나인브릿지,정규직 바리스타 채용 모집 [카페 운중동],https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49483684&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 성남시 분당구,경력3년↑,고졸↑,정규직,~ 12/27(금),"바리스타, 제과/제빵사, 주방보조, 카페매니저, 홀매니저",수정일24/11/28
(주)잇츠비솔루션,IT 보안솔루션 엔지니어 신입/경력 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49383653&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 영등포구,경력무관,학력무관,정규직,채용시,"보안컨설팅, 정보보안, 모의해킹, 방화벽, 악성코드",수정일24/12/12
주식회사 디앤씨컴퍼니,"디앤씨컴퍼니] 인디자인, 콘텐츠 디자이너 채용 모집(대전)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49536358&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,대전 중구,경력3년↑,초대졸↑,정규직,~ 01/04(토),"광고디자인, 그래픽디자인, 웹디자인, 일러스트레이터, 콘텐츠디자인",수정일24/12/05
(재)대성재단,병원 소방안전관리자 채용 모집공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49589141&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 서대문구,경력,학력무관,정규직,~ 02/12(수),"안전관리자, 전기기사, 설비보수, 전기제어, 소방안전관리자",등록일24/12/14
(주)허니스트,화장품 연구 개발 (제형/연구) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49427591&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,대구 동구,신입,초대졸↑,계약직,~ 01/18(토),"연구원, R&D, R&D기획, 제형연구, 화장품",등록일24/11/19
아이씨케미칼,공무 부문별 채용모집(정규직) 전기 & 용접,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49459705&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,전남 여수시,경력무관,고졸↑,정규직,~ 12/25(수),"기계조작원, 배관용접, 아크용접, 전기기사, 전기설비",등록일24/11/25
효산의료재단/지샘병원,효산의료재단 지샘병원 시설관리팀 직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49511753&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 군포시,경력무관,고졸↑,정규직,오늘마감,"병원관리, 당직, 종합병원",등록일24/12/02
(주)유니에스아이,더존 프로그램  교육상담 공개채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49265996&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 금천구,신입·경력,학력무관,정규직,~ 12/23(월),"더존, ERP, 고객응대, 컨설턴트, IT컨설팅",등록일24/10/24
(주)한국종합시설안전,[토목기술자] 토목시설물 안전진단부 신입 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49361189&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 강남구,신입,초대졸↑,정규직,채용시,"토목기술자, 토목공학, CAD, 토목회사, 교량",수정일24/11/22
검단탑병원,[검단탑종합병원] 심사팀 채용모집(인원 증원),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49505374&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 서구,경력1년↑,초대졸↑,계약직,~ 01/01(수),"심사간호사, 보험심사청구사, 종합병원",등록일24/12/02
검단탑병원,[검단탑병원] 검진센터 간호조무사 (오전 파트) 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49506674&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 서구,경력무관,학력무관,기간제·계약직,오늘마감,"간호조무사, 검진센터, 종합병원",등록일24/12/02
검단탑병원,[검단탑병원] 홍보팀 관리자급 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49560918&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 서구,경력7년↑,초대졸↑,계약직,~ 12/31(화),"종합병원, 병원마케팅, 바이럴마케팅, 언론홍보, 홍보",등록일24/12/10
㈜동일이엔티,(주)동일이엔티 [서울] 기술영업 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49562954&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 양천구,경력무관,고졸↑,정규직,~ 12/31(화),"기술영업, 자재관리, 무역업, 수입유통",수정일24/12/11
검단탑병원,[검단탑병원] 병동 요양보호사 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49578570&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 서구,경력무관,학력무관,계약직,~ 01/01(수),"요양보호사, 2교대, 종합병원",수정일24/12/12
농업회사법인(주)시그널케어,(주)시그널케어 하반기 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49378389&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경북 청도군,경력무관,초대졸↑,계약직,~ 01/10(금),"영업, 생산관리, 브랜드기획, PM(프로젝트매니저), 기획",등록일24/11/11
다온기술(주),2024년 원자력/방사선 분야 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49406716&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,세종특별자치시,경력무관,석사↑,정규직,~ 01/14(화),"신재생에너지, 원자력, 원자력",등록일24/11/15
(주)유진테크원,방산원가 담당자 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49525657&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 연수구,경력7년↑,초대졸↑,정규직,채용시,"원가관리, 원가회계, 회계, 더존, 기계",등록일24/12/04
(의)금강의료재단,(육아휴직 대체자)치기공사 채용모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49583282&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경남 창원시,경력무관,학력무관,계약직,~ 12/31(화),"치기공사, 치과",수정일24/12/13
(주)브라더에프앤에이치,[브라더한정식도시락 가맹사업본부] 마케팅 직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49472009&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,대구 달서구,경력무관,고졸↑,정규직,~ 12/26(목),"마케팅기획, 마케팅전략, 광고마케팅, 디지털마케팅, 검색광고",등록일24/11/26
(주)지한푸드,(주)지한푸드 [정규직] 배송직원 채용 모집합니다.(경력무관),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49475717&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경남 김해시,경력무관,학력무관,정규직,~ 12/26(목),"배송기사, 식품가공",등록일24/11/26
(주)브라더에프앤에이치,"[브라더한정식도시락 본사] 슈퍼바이져 신입, 경력 채용모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49486691&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,대구 달서구,경력무관,고졸↑,정규직,~ 12/28(토),"점포개발, 가맹점관리, 매장관리, 슈퍼바이저, CS관리",등록일24/11/28
(주)엔테로바이옴,엔테로바이옴 모델연구팀 면역학 박사 선임연구원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49552917&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 고양시 일산동구,경력무관,박사,정규직,채용시,"연구원, R&D, 미생물, 생명과학, 세포실험",등록일24/12/09
컨트롤에프(주),"기업부설연구소 신입, 경력 기상환경분야 연구원 채용모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49438030&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,대전 유성구,경력무관,대졸↑,정규직,~ 12/20(금),"연구원, 기술연구, 소프트웨어개발",수정일24/11/20
케이디컴퍼니(주),온라인쇼핑몰 디자이너 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49533300&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,광주 광산구,경력,초대졸↑,정규직,~ 01/04(토),"채널관리, 로고디자인, 모바일디자인, 배너디자인, 콘텐츠디자인",등록일24/12/05
(주)나브텍,배관 &  생산 설계 정규직 채용 모집 (CAD),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49460699&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,부산 기장군,경력무관,학력무관,정규직,~ 12/25(수),"기술설계, 시스템설계, 장비설계, 조선설계, 2D설계",등록일24/11/25
(주)라르고빌리조트,호텔 리조트 예약실  채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49506783&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 계양구,경력무관,고졸↑,정규직,~ 01/01(수),"접수/예약, 리조트, 콘도, 호텔, 호텔",등록일24/12/02
(주)일원교통,[경력무관] 마을버스 운전기사 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49501863&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 강남구,경력무관,학력무관,정규직,~ 12/31(화),"버스기사, 사택기사, 셔틀버스기사, 승합기사, 탁송기사",등록일24/12/01
(주)하늘에프앤비,"[신입환영] 배송기사, 납품기사 정규직 채용 모집",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49523046&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,충남 아산시,경력무관,학력무관,정규직,~ 01/03(금),"납품운전원, 배송기사, 유통업, 물류업",등록일24/12/04
주식회사파테크물류,파테크물류(인천 송도) 특송 업무팀 직원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49552469&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 연수구,경력무관,초대졸↑,정규직,~ 01/08(수),"항공무역, 통관, 특송업무, 육상운송",등록일24/12/09
이거다원격평생교육시설,[이거다영어] 방문 영어과외 강사 채용모집 / 서울 지역,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49557487&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 송파구,경력무관,학력무관,프리랜서,~ 02/07(금),"원어민강사, 파트강사, 학원강사, 온라인교육, 어학원",등록일24/12/09
(주)정직한,[(주)정직한 벤티프레소] 프랜차이즈 디자인/마케팅팀 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49445507&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 남동구,경력1년↑,초대졸↑,정규직,~ 12/21(토),"블로그마케팅, 인플루언서마케팅, 광고마케팅, 기업홍보, 디지털마케팅",등록일24/11/21
(주)스탠다드에러,[스탠다드에러] 패션 브랜드 MD 경력/신입 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49531711&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 중구,신입·경력,학력무관,계약직,상시채용,"브랜드MD, 남성의류, 여성의류",등록일24/12/05
클래비스,[클래비스] 생산팀 채용모집 (고분자컴파운딩),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49288769&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경북 구미시,경력무관,학력무관,정규직,~ 12/28(토),"고분자, 사출금형, PVC, 플라스틱, 압출기",등록일24/10/29
(주)가락통운,사무직 경리 채용모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49567296&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 송파구,경력 2~3년,학력무관,계약직,~ 01/31(금),"경리, 경리사무원, 운송·운수",수정일24/12/11
(주)포커스블루,(주)포커스블루 Machine Vision 기술본부 경력사원 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49575370&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 화성시,경력 1~15년,초대졸↑,정규직,~ 02/10(월),"기술지원, SI개발, 딥러닝, 영상처리, 이미지프로세싱",수정일24/12/12
세무법인 드림앤 성남지점,"세무 정규직 채용모집(신입,경력사원)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49510609&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 성남시 분당구,경력무관,초대졸↑,정규직,~ 01/01(수),"세무사, 세무회계, 세무회계사무소",등록일24/12/02
(주)에버로얄용인호텔,[라마다용인호텔] 예약실 직원 수시채용 모집(신입/경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49541698&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경기 용인시 처인구,경력무관,학력무관,정규직·계약직,~ 01/05(일),"GRO(컨시어지), 고객안내, 고객응대, 요금정산, 접수/예약",등록일24/12/06
누리다 움직임 연구소,[경력무관]누리짐(유아체육) 정규직 채용모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49566015&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 송파구,경력무관,학력무관,정규직,~ 01/09(목),"놀이치료사, 심리운동사, 스포츠강사, 생활체육, 파트강사",등록일24/12/10
(주)퍼스트원,(주)퍼스트원 생산직 정규직 채용 모집(경력자우대),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49370368&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경북 포항시 남구,경력무관,학력무관,정규직,~ 01/09(목),"제조, 기타제조업",등록일24/11/10
서문프린팅,[디자인팀] 인쇄물 디자인을 담당할 그래픽 디자이너 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49463612&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,대구 달서구,경력무관,초대졸↑,정규직,채용시,"일러스트레이터, 인디자인, PhotoShop, 리플렛, 명함",수정일24/11/25
르씨엘의원,"피부과 외래 간호조무사 채용 모집 (신입, 경력)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49486070&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,대구 중구,신입·경력,학력무관,정규직,~ 12/28(토),"간호조무사, 외래, 피부과",수정일24/12/03
에스지(SG)연합의원,세종 SG연합의원 - 도수치료사 선생님 채용 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49485964&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,세종특별자치시,경력1년↑,초대졸↑,계약직,~ 12/28(토),"도수치료사, 물리치료사, 병원·진료, 정형외과, 내과",등록일24/11/28
(주)퍼스트원,(주)퍼스트원 생산직 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49502679&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,경북 포항시 남구,경력무관,학력무관,정규직,~ 01/31(금),"제조, 기타제조업",등록일24/12/02
커리어서포트,외국계) Manufacturing Engineer 채용모집(신입 또는 경력),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49524487&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 연수구,신입·경력,대졸↑,정규직,~ 01/03(금),"기술엔지니어, 제조가공, 디스플레이, 반도체, 생산기술",등록일24/12/04
드림아이여성의원,원무과 채용 모집(경력우대),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535677&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,충남 아산시,경력무관,고졸↑,정규직,~ 01/04(토),"간호조무사, 외래, 산부인과, 병원·진료, 산부인과",등록일24/12/05
드림아이여성의원,외래 진료실 채용 모집 (산부인과경력자 우대),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49535817&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,충남 아산시,신입·경력,고졸↑,정규직,~ 01/04(토),"간호조무사, 외래, 산부인과, 병원·진료, 산부인과",등록일24/12/05
티앤지테크,측량 설계 신입 채용 모집 공고,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49581665&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,광주 서구,경력무관,학력무관,정규직,~ 01/12(일),"토목설계, 측량/계측, CAD, 토목회사, 토지·측량",등록일24/12/13
김앨빈유외과의원,병동 간호조무사 정규직 채용모집합니다. D/E근무,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49572722&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,부산 연제구,경력무관,학력무관,정규직,~ 01/10(금),"심사간호사, 책임간호사, QPS간호사, 간호조무사, 드레싱보조",등록일24/12/11
치유한방병원,치유한방병원 미화직원  채용 모집합니다.,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49255814&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,인천 미추홀구,경력무관,학력무관,정규직,채용시,"미화원, 청소, 전문병원",수정일24/12/12
(주)프라뱅,[프라뱅] JAVA 백엔드 개발자 경력자 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49347782&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 강서구,경력5년↑,학력무관,정규직,채용시,"백엔드/서버개발, 웹개발, API, Java, MSSQL",등록일24/11/06
(주)지로인터내셔널,[정규직] 2024년 인스타(+SNS) 브랜딩 마케터 정규직 채용 모집,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=49549305&location=ts&searchword=%EC%B1%84%EC%9A%A9+%EB%AA%A8%EC%A7%91&searchType=search&paid_fl=n&search_uuid=7f223901-40dc-44ea-a391-18e71d0924d4,서울 강남구,경력1년↑,초대졸↑,정규직,~ 01/08(수),"브랜드관리, 브랜드기획, 마케팅전략, 인플루언서마케팅, SNS마케팅",등록일24/12/09
